c0,c1,s0,s1,r
12,8,39442432,37423437,0.909215047997961
4,4,48629648,39543685,0.620297058142428
22,15,41958289,52559362,0.605063424465394
10,14,116423420,44852925,0.690702579755436
8,5,59925620,61887518,0.898961561019178
12,1,7295983,174040928,0.651304838839899
4,8,49118883,137919658,0.975683573508851
4,3,138021468,195939236,0.692725684066616
15,3,63005740,54076628,0.652616383711141
12,21,128539047,32909159,0.714186959633085
6,1,34774699,150041313,0.864247371749434
19,13,15710813,100328134,0.844402494187761
17,19,60264173,31801618,0.792392207907089
18,9,42985094,77473682,0.685000688652689
4,22,180557107,20079513,0.787993184184197
16,4,11163799,172595574,0.76496281902334
20,22,54342724,20126911,0.815383960130078
2,22,85869937,47455028,0.903747683197215
20,9,50534555,6828602,0.784144248178007
4,15,120317202,25423473,0.885206491939018
1,14,53871413,55604666,0.95761434534436
12,12,94347000,84521890,0.789374691257928
15,9,83937465,74927563,0.640365650984626
2,11,26773756,24702460,0.936619041200856
3,16,197161413,12710130,0.927222912188727
10,7,55859164,138698199,0.726581602551479
13,1,20917250,96511174,0.877162438864718
11,20,39600738,57607394,0.605244810929317
11,1,113142259,209272805,0.667590952932778
11,14,67808709,90443331,0.936659186259103
8,5,8521007,175623347,0.958014335502867
3,2,12947128,172764789,0.6668519453056
15,1,67069482,194163110,0.865085343384712
22,21,17732619,43138897,0.757592583196195
16,19,29084717,21885645,0.711372377010258
1,14,234375157,92043435,0.767760305744345
8,3,38594911,32881879,0.63845652258165
16,13,21718922,79621133,0.85515506351813
17,9,48750208,132017723,0.822756116181004
3,4,23951332,57154631,0.882675707608258
11,11,65427574,7842550,0.774424845375505
11,8,64141933,10631403,0.640410411613355
16,22,54493012,30938378,0.680287443324437
7,1,137337682,80094676,0.902913094677635
10,19,103985700,47249405,0.909472175747576
15,7,37179443,54610520,0.68698831246839
10,18,35403364,43550207,0.758012134693301
12,7,131878614,75172022,0.923004838082708
8,1,494251,206241135,0.767943691638656
3,19,37146664,49923297,0.899304587676927
21,11,21813972,721884,0.64985662065187
13,13,49793349,93350278,0.93131627373186
9,19,90833161,24207829,0.863783577923582
10,5,26961536,143636706,0.798175917034926
8,21,41475341,40343142,0.641640817172745
13,13,27555451,100122704,0.803809003029694
6,1,167683,22567050,0.641048471755611
2,19,48288215,11600710,0.814340758251417
4,1,163124279,93744730,0.647612788526933
12,10,83077393,46256101,0.781635502928775
14,21,104421859,42815938,0.801825012132083
20,4,56930524,1118565,0.795186741911265
19,19,31850942,6447773,0.812314815504496
14,6,84731198,105627931,0.625274698549067
7,2,43237544,220064590,0.952234858211628
7,12,136974062,86273782,0.866995891812441
17,21,31382763,47580716,0.701577979789067
11,18,69067276,3180354,0.685998522141862
7,12,131616169,115124691,0.724606403495077
2,8,111022835,16850736,0.861923274973232
4,14,56293235,74748797,0.628556207275371
16,9,2257505,117244629,0.653208628271337
3,6,52047862,25687852,0.666657649768039
13,3,94737311,38029290,0.65237683868081
13,20,30729182,24400593,0.680183862902854
6,7,101299252,44055038,0.652615064469407
8,3,139823189,139734659,0.654734238270407
13,18,44727835,29077215,0.633244918235388
22,9,37951252,131871133,0.836922695118152
4,16,468102,16146455,0.611837425651593
12,14,3700972,51975646,0.747987990604562
6,4,52312569,170038963,0.685653550100126
21,9,46477018,111962197,0.659399486033284
22,19,45290062,19813304,0.645280420390245
4,2,107524482,131538718,0.81302482302362
6,8,73982771,119933298,0.704402158177591
9,15,131438739,91163382,0.84151369841838
8,20,144667803,46832708,0.755719502126505
8,11,145780184,133529895,0.620378633684131
2,12,238819585,116794729,0.71534474217047
14,2,35980848,203856869,0.607277414008159
3,10,59882645,2796742,0.816501063134392
12,21,1753990,46291177,0.809806291815498
16,17,49877502,38346853,0.671785380596944
12,19,2536118,53133694,0.834943228739207
18,9,69427740,6503646,0.610914635616333
6,6,149897610,167304114,0.76441185529558
9,19,35619330,19773563,0.88399183185565
21,9,30807082,134448802,0.808287090695383
21,17,40710216,55510137,0.638674699765339
16,10,88477770,36381346,0.779647301025083
8,3,96760582,48957616,0.87436299514838
2,7,9454516,23491229,0.684767669029439
20,21,35179833,18493362,0.735555960615029
17,9,36705803,139834631,0.882361914206453
7,15,16488692,21021455,0.677438778016331
11,1,118932558,36580241,0.902246768684614
15,11,63400027,16827260,0.715656678972613
21,8,36946443,111701998,0.79634113532396
21,10,42796210,6624786,0.692127529601306
12,20,7454023,41843618,0.887766352961766
15,4,90550447,180582572,0.880344974514676
19,12,40676000,112878882,0.897225549547758
22,5,35803024,8415859,0.800867258671438
14,5,50450173,99405685,0.814617997762782
19,14,4283289,91777631,0.824637231360153
15,19,29595692,55053740,0.788985714996254
5,5,118285958,59204895,0.820717446427685
5,14,141729855,21951846,0.762344287144737
10,7,21012442,123212194,0.666131647045828
18,4,60437874,40467113,0.633538683967098
1,8,29520041,73451742,0.794338927954782
20,21,56994501,46399809,0.662287182685814
22,8,40011330,49861555,0.66091010797495
9,2,83432038,73427128,0.825505101152123
1,12,189075376,39361784,0.634447777916327
10,7,6181875,105330707,0.741335574442888
9,5,115468521,162592690,0.614228158040528
7,4,44279102,61884097,0.819417049127736
5,6,2040586,68852373,0.627717145969024
3,15,108870468,41532052,0.708627490723557
21,8,9828535,145158045,0.70660763661272
15,19,32772585,21251711,0.724309933978665
1,11,3109262,43394948,0.687148735472297
4,20,49327542,62812246,0.904825779855626
22,21,44939454,47721438,0.633862860638285
20,12,46279808,69832769,0.738844812529465
17,6,35915644,115365303,0.696924008094511
20,14,24745974,100329928,0.834747412263976
21,14,40862270,51514925,0.932760884921254
13,18,22912615,29027703,0.716948651718047
2,16,99716266,68495100,0.696822761928955
12,6,125310623,39011927,0.625104491559108
22,14,31123651,64616460,0.61761962875168
17,17,62198721,9108618,0.690946057677918
18,7,42865155,575480,0.867705522895372
20,1,35455395,212414094,0.663907767325674
10,10,14741978,104669251,0.664370532327751
18,19,76570630,51963780,0.864639614714927
11,13,60739450,110024095,0.702808646214857
2,10,219817433,73966932,0.838000525687085
20,12,2963149,95153894,0.616004526839932
8,13,123928517,89253384,0.902923992216997
16,5,74601316,124437530,0.884524897214381
12,19,97293185,22180869,0.836242128579952
1,6,208308739,94390229,0.747890818555864
3,11,185242205,121545938,0.769908984899746
12,15,68963094,96217054,0.651496405788423
17,4,56712905,78770107,0.828501691952675
8,12,38644585,12164092,0.841856985664509
6,13,10133901,34201142,0.708545724986594
14,15,28102707,58978596,0.968159393408895
19,2,47098113,3259036,0.628745221125379
2,9,147220397,140834112,0.894036645012481
9,12,123446838,130842503,0.874736401297656
6,9,2252939,35800290,0.707316316449026
19,18,54680279,48645045,0.65962387979812
14,7,84055585,44374040,0.866304008860043
5,8,147272240,15821024,0.686127463000622
19,11,2032758,133761642,0.650333783388316
15,15,59599304,58885350,0.855767407427409
19,21,5664635,34908178,0.675237218137218
21,4,44994127,187875766,0.63016621462217
9,11,34687369,125063440,0.695699255631241
12,14,63014496,104578691,0.611739404255983
8,19,28049887,54101400,0.722813470464515
18,14,56152355,55242825,0.640481443801687
6,13,125695141,114168088,0.694758172539912
21,13,35230806,79047679,0.919393164120997
5,20,139893104,41082100,0.629738840079834
20,6,30604262,74469710,0.649706595650068
12,6,22094887,148559438,0.624596600095781
13,14,86940125,104109493,0.655551872758899
1,18,75362347,60005318,0.711094513254597
10,7,89669894,28760537,0.798118917767724
18,5,20872935,927817,0.64626897679841
13,10,98727494,15477197,0.654382193106125
8,10,81479365,8302237,0.645790942330693
19,15,50157074,92344857,0.636699873284287
5,18,130867559,8556102,0.612259607247836
16,2,75523392,107110380,0.749424346784453
10,7,69880895,25114015,0.682882711503881
18,9,42336073,38113613,0.70467997808797
10,18,94496158,10068699,0.685300311609593
22,3,35085464,112212907,0.832914133311039
4,20,86875441,46829511,0.920845756085575
5,9,136150991,136767143,0.857809612146241
6,11,155264903,134514193,0.696174019939346
19,9,58399881,91794636,0.679602993370115
22,15,26678364,33039505,0.68845004090609
22,16,44141113,29200272,0.906926528951974
11,21,94535560,32100571,0.632828628309017
19,6,8503785,169422776,0.644803446404672
13,3,39709512,128537009,0.649109920924126
2,17,101968950,6710613,0.928370149153622
10,1,77124698,96648048,0.78107253213878
16,11,871745,123542889,0.853416539146376
21,4,47825520,187944762,0.733600943345915
21,2,47016148,71247924,0.738132368681848
3,3,145154612,135761292,0.673541039607161
17,9,79706088,32441334,0.851065895937612
13,6,111012896,11091007,0.828455720657488
15,2,95248382,127043819,0.732678901931754
18,9,5875725,33246534,0.919978599387025
20,12,48648016,122170844,0.768940214187704
6,15,107524979,28731189,0.654707182408155
22,9,45941917,137629991,0.708777563374908
12,6,52840191,45143138,0.600088605855657
4,1,25642874,200399576,0.614533559677627
5,17,116384853,71319751,0.729804029056889
9,12,138377535,133376967,0.901878478429911
3,6,124516575,115770533,0.899823224699569
20,4,41379372,54120626,0.790800339140386
10,4,9930946,158755248,0.686198583007985
10,16,18910537,51525860,0.624518686149644
7,14,132119829,88660859,0.727433293269541
9,8,97364538,129949804,0.630623774921618
14,8,93505316,77666259,0.680443548028337
7,18,61211508,58461561,0.626379427662772
9,8,128999232,74268690,0.627317006951099
14,8,64603239,4346736,0.795346178846953
7,14,99490424,106923320,0.766266113714523
18,14,62938725,72661088,0.733040031075123
4,12,6557321,130073626,0.89345570432171
22,17,50104888,18654084,0.839212810007233
1,22,102622786,17032081,0.634666952329118
21,19,47076600,4432739,0.842987860436
7,1,64042666,157944171,0.833341238472699
18,8,11281179,71445254,0.919402387322542
21,20,40575000,62513932,0.726667060793456
5,19,91033393,3783263,0.823572538504858
15,10,38919017,132529831,0.676842139477693
8,20,14103479,60372690,0.693624941534053
13,15,96392015,62500293,0.754716029811353
9,17,134644197,74681994,0.673198446165384
1,1,197455117,54416298,0.705609448115079
17,11,35262530,4903210,0.811198548166925
5,6,18471667,156903952,0.664772127802818
13,4,114631351,166101434,0.833674407287882
12,15,37917820,26113353,0.624330936351401
14,22,23333340,22887206,0.717218584883343
17,22,61873428,30806861,0.766371589008519
10,19,61230007,7042323,0.65583658613475
16,11,28367474,70342062,0.853675977298649
10,8,73459329,125485750,0.653697781161494
13,5,115056546,80014037,0.708484254890604
19,16,18614881,62821864,0.699420967446266
16,10,29710390,72293428,0.630927037859004
3,3,153858538,73222233,0.888142533196787
18,7,77492037,97967450,0.833142197119829
5,7,123973450,150901923,0.925998555792266
21,5,46850702,92159028,0.79966604826981
3,16,135873941,34542432,0.874308277132027
19,19,35766445,3893571,0.735015995128564
21,18,33648901,45853910,0.710415216376379
16,5,48167294,8159181,0.654778729636647
4,10,158971091,29221308,0.908437704623414
13,20,108368533,23964152,0.621837963231565
7,11,154130758,117756418,0.845883327752264
18,16,29834182,83260456,0.628450822045859
7,20,98365150,46199609,0.629478882452699
3,1,13373127,225651247,0.777974087819446
2,16,20622733,23693500,0.90265271462849
21,17,42753117,1503649,0.633218934249499
14,9,87311259,100322389,0.826196031114226
14,17,73018238,47017433,0.601806742973301
17,3,62863309,13884734,0.711074109366996
14,20,74278388,43308923,0.793850668619803
4,21,34222675,41882960,0.637945759821162
10,13,102445639,78546332,0.6413354424861
16,13,30031586,25274032,0.733884718205835
21,19,28335817,13872085,0.646545409488257
1,14,16724413,22778734,0.782622906156969
20,5,2994540,178928876,0.63445864276398
14,15,76815832,91262344,0.763284348970376
13,4,38959214,182423196,0.679179382120046
12,15,122598297,41649401,0.684173986948863
22,5,40650139,13906637,0.630021882885355
5,22,20538673,45400053,0.719866473915176
8,2,21126959,89125056,0.848682776918833
21,20,16057946,47535737,0.835698097114107
12,18,114071971,60251232,0.680099812219871
16,17,25938041,8247248,0.757528654353521
8,22,14777016,44746354,0.623822064839023
7,9,105316647,98811464,0.638685303791343
12,18,51612708,56394233,0.840907986381371
18,8,77613280,54864530,0.888237548796555
16,18,1314656,51526561,0.734507080350755
6,18,132184883,56583396,0.698253142591486
9,4,138565698,9759829,0.617932979803612
21,21,24705192,45552200,0.688396295736445
8,6,5014191,12346083,0.779657306996362
4,15,42228226,85489063,0.696943431786598
9,19,89926142,16782727,0.626200076552119
7,14,55900200,76266121,0.758909081199135
1,4,1892665,7249113,0.823989667512916
7,6,158492834,3663291,0.846530921910546
15,7,28343202,114788914,0.844093799810308
11,14,1241148,73390608,0.661658886383007
5,6,102382013,34177295,0.718496470379686
3,11,34057722,57818092,0.838743418326051
11,19,36169630,10671019,0.681926799260857
12,10,131713846,42641269,0.699147873328234
11,1,134515125,203479246,0.698611315163713
21,17,38715409,55586297,0.862171580999183
10,3,116367735,154930418,0.626723284486575
20,7,48345880,73619484,0.761464842129188
2,19,42707438,4101534,0.724275246842761
4,19,80476345,4961638,0.729639581460826
11,1,3187595,208143625,0.777780487497223
7,14,101548470,50960958,0.631278202380113
5,7,180680291,45114657,0.943498632826529
3,8,97284122,68426099,0.775525604344124
16,21,4886101,16717208,0.851049321799055
21,10,36695922,126716464,0.706029939591654
2,11,142048347,71186547,0.616673204121127
1,21,16046154,44164617,0.806519757728075
15,21,70901389,30594615,0.702917656093241
9,21,139025273,47715518,0.810717172023298
3,21,10166413,46790570,0.796622145346147
21,3,43266756,12946164,0.850656980727216
11,11,133278354,953019,0.801273254371405
9,2,32557630,182273965,0.716224711970205
9,15,126631873,30794134,0.778438827256473
13,18,23325938,38470905,0.884511827409899
7,10,105093425,36004910,0.609817971764243
2,21,155292903,40176812,0.602828778381799
2,19,59049880,10087497,0.642893181424338
7,18,30517054,23344704,0.74668816559893
20,8,56424203,119159422,0.720518237184489
18,11,47768330,23909242,0.690226889306565
5,9,139937445,123488978,0.649277524271954
7,2,141035435,59152006,0.723596726239978
11,22,90142962,47483575,0.667129140331689
16,22,11376784,49839008,0.962779359407585
7,7,133311746,86454595,0.644541887262064
1,13,44460184,40643959,0.704079989835275
12,19,56589226,49478908,0.811030862040214
22,5,31338083,35494637,0.76462295014883
19,2,39572387,139384220,0.709312681056958
21,5,47791604,134527926,0.764441130345581
10,7,114806815,98993366,0.719201759890233
19,2,10524407,208339001,0.75830111231107
8,16,107358555,21939164,0.638034349194564
13,1,33924664,173389046,0.779601519126011
8,12,102561879,109703265,0.616307763150405
10,22,131636092,43306494,0.652529895967905
15,22,65806692,39139995,0.90803171339741
5,6,3107137,131215641,0.831665062771479
18,1,43864757,42358200,0.745876959678232
19,13,46457544,114917444,0.624876579346737
20,19,35244000,15367895,0.693441404399935
4,6,18939054,43107200,0.655896409354189
14,11,104184136,43922694,0.809660783634892
6,19,7227595,14771184,0.6601145820769
13,5,35058085,57540991,0.702837457211937
1,12,203134408,118576658,0.886902947912656
9,8,16038683,7272476,0.638823728551494
17,7,30836265,1118456,0.845641482128041
21,12,16893535,57009873,0.700907593571591
14,11,19183879,128790896,0.657267820236979
8,22,67629519,35497891,0.801934322588307
4,18,189316035,56658987,0.695745888472241
2,10,91700740,47925840,0.775451603537171
6,13,76077248,57881588,0.761291341704588
18,7,57148506,144422754,0.680970537915181
11,16,65264397,34249077,0.701196135009142
9,6,30773636,142462705,0.602502583483714
19,11,31868875,133186871,0.829782294218329
6,9,10138276,66775039,0.647027351896649
18,3,11960622,25462855,0.643611330676081
20,8,58022848,27297950,0.874877132552672
6,15,16453050,38153142,0.89397476492373
18,3,13484407,38374409,0.819537921607386
20,1,61603418,9457655,0.733102300965185
7,13,107469492,28975228,0.734804118206951
17,9,17603870,123140051,0.884573786576307
6,17,21686077,18543867,0.613071876031142
7,18,6456785,47417884,0.665438649201511
17,8,78127280,117524414,0.61463191069574
19,19,8429424,35419193,0.755816649902599
13,17,108174567,77997529,0.798135004656992
14,15,99807628,73599680,0.884153615055098
13,1,109286618,210829288,0.724452975322836
14,10,102488031,70554316,0.934947878693914
14,14,100126393,50192005,0.773384707250311
5,2,14889042,186573135,0.721572878191608
5,9,145792014,39575828,0.677938542281422
11,21,77632365,10810811,0.699530510588511
6,18,1582562,2636951,0.611688926168945
21,1,47636065,142582086,0.606265855436569
9,2,90881386,33079245,0.709563362793535
18,4,65936666,103898973,0.717239558573398
8,22,12887182,29903659,0.619532177397934
18,15,55638608,100684594,0.604725803767975
18,19,52394310,53692432,0.929290576580747
17,2,11729250,183755134,0.820865083540629
14,7,31091806,72970529,0.644736074542541
13,4,99539405,8418314,0.774506850415258
13,4,55663776,82028899,0.622576445142049
13,18,23193665,53279352,0.909564832224292
4,2,3188226,3423792,0.922809177788114
15,9,85306815,5630884,0.753419153335384
1,1,231336935,89991580,0.626904810847382
10,2,133319070,235796665,0.693749316908883
22,22,41601351,29278744,0.81525575130955
17,2,4877124,104323732,0.681856074616218
15,15,88994164,42611590,0.87168806077728
8,22,106333901,49723779,0.852674975298836
7,7,56020431,134234062,0.699247635990534
3,2,5638135,230524185,0.730477508224376
8,22,108586803,38626651,0.653319942289689
13,17,58826301,15872960,0.692123552722958
4,9,182964767,90630109,0.67386677457126
14,22,93639419,23480033,0.669338290929424
21,18,35335780,15331320,0.618959243466227
20,3,19849896,97595214,0.765760842272343
13,2,114457601,228322695,0.749564364871625
15,5,80654690,37114591,0.640108516253732
6,4,43887529,3093762,0.941143456410966
2,20,55832723,30599135,0.914243865998632
13,13,48676520,99542115,0.840534144052604
14,7,96546415,74593116,0.728651151847643
15,18,101073146,60503390,0.84040334916481
20,14,13581818,105465037,0.671559578732822
3,15,9317613,82668764,0.644800038007972
14,5,55773866,151170908,0.805497477995836
2,16,241451865,7548285,0.824346477098115
10,19,4240514,31780680,0.637464751168746
2,13,25061962,110897927,0.878824363309296
20,12,48364148,122493795,0.724918707857434
8,2,126399713,97348316,0.619948255642705
11,13,113304027,23897955,0.715949061753764
6,11,76474404,32031058,0.690946393646864
11,20,129806440,32943306,0.714656602282673
20,5,55366183,51792972,0.871557708833105
21,8,23271442,79744663,0.789025910157169
7,11,75707897,61842675,0.785639459054442
18,19,74722461,39163041,0.916523124489802
7,19,135476616,4726030,0.628621856714559
15,21,60058138,46507381,0.623286392335261
6,2,448961,242396470,0.637586681172004
8,14,17324320,63129343,0.830495315811044
7,20,146818697,55525696,0.609997972623477
4,13,143253883,62352603,0.774564549718964
13,13,78320587,42736705,0.678219928452714
11,16,68030791,57956858,0.635983661780023
13,19,22334739,54967948,0.602499282424649
8,6,130068467,36030238,0.731351895118667
6,13,38264567,100973626,0.717441631685776
6,7,145456961,131912113,0.601209978331487
22,14,22267354,32201096,0.655639638282762
18,8,77509254,26242045,0.819411995133649
12,5,50257686,13898358,0.826930784303635
5,17,92937560,16750973,0.694196717491486
16,16,84426345,58701454,0.898354795432318
9,2,5379857,234204611,0.816447572825663
19,18,37350185,45022261,0.842369852800612
10,1,12582331,181280674,0.678665929139977
2,9,61882640,35863968,0.620829247215129
2,22,238061612,43408449,0.635217016026771
19,10,55713911,121844990,0.916291591660473
1,10,82232057,115919380,0.917362386730698
6,1,157715593,1995274,0.901598552652291
7,6,70294960,87965319,0.618667662227486
1,10,190233906,127935956,0.706578037851581
11,3,6642364,34011229,0.637524628373993
4,21,124261392,38733127,0.813118751082298
2,7,24638110,25127886,0.645010180890789
9,16,90474634,56992689,0.718916531788029
22,3,37130350,76012542,0.676345353823529
16,7,67200168,128865224,0.619053887957569
14,7,54514581,98773444,0.6332191134532
19,2,12904757,148598568,0.785282800627365
18,15,5474925,38982405,0.697090264440717
20,15,62354696,52451162,0.79842383395896
8,17,108635831,77244230,0.63176594090818
7,21,151011758,32314126,0.670076858381992
7,1,102394386,1207201,0.759623238595324
7,16,101294382,80982210,0.790616063976687
3,10,196729103,34583205,0.815356790275581
17,4,18092748,151023002,0.637270766504734
10,17,29517469,63154034,0.894616630883702
18,17,47068035,41026314,0.636369850233888
19,7,2548569,42473675,0.626054524781677
19,18,56034472,3433060,0.610282920056755
9,7,1029428,102586040,0.923123636667514
11,9,23958179,42265407,0.819547094563695
21,5,28326722,142027597,0.945285775559542
6,16,33875881,54217247,0.665987406226814
10,14,14016722,106100277,0.832962352504534
18,9,65209118,134314013,0.665849877698415
4,22,151172335,48675233,0.844726499043776
7,11,63987339,134526076,0.673718554433968
22,3,38245119,10182370,0.663401905216403
20,16,58283117,17663030,0.821301868712646
3,13,5974927,108922910,0.770639215427343
22,16,49837187,83883371,0.666410644223945
17,1,62850219,200899732,0.798785913700439
11,7,2346013,127724903,0.842551366157959
18,16,1521846,11849829,0.766659159665338
6,4,1890427,2870577,0.761956756608175
20,13,60463403,23713783,0.610041379013965
5,16,23571465,4845099,0.601505212395878
1,22,17959299,41869767,0.615406244037465
3,22,108583261,25276657,0.700781053812184
15,20,42612113,17100232,0.689760119909726
14,11,32639970,61761850,0.647365050150884
1,10,54584249,15073682,0.875002746299855
12,22,29942256,20499831,0.688613636198874
21,2,47487095,206568374,0.608133995737774
10,1,124748489,160843901,0.639898225492313
19,16,47243192,75019795,0.693098190353105
15,22,48623056,24551815,0.754664184301626
19,14,2926657,35648328,0.690220494311331
8,12,129667273,111770285,0.750517803899931
9,9,83035850,78765253,0.647060441990345
9,18,129324805,76725019,0.800511252653308
16,3,53454012,42833869,0.628443326290191
12,7,128286167,97936022,0.750939161283629
19,15,8425386,79366848,0.719033315748377
7,18,6393585,20882875,0.89725301460556
11,10,67264888,125440922,0.717959635426786
4,13,131642210,26590587,0.794129438478827
17,11,289129,43057356,0.639617814893363
6,13,154913222,104863494,0.898294958801708
11,6,62092926,169637888,0.725150850245707
22,4,38888897,90382195,0.690211691966027
19,18,42322922,13425621,0.672424391778001
8,3,143479776,43510361,0.800143060611928
4,12,151974393,20218980,0.782475362069218
9,9,31031670,140810242,0.841976998625898
21,21,37760732,40854292,0.601848601773813
4,22,76053076,38114596,0.853075726992887
5,2,17599100,145246836,0.831923073317913
8,19,1201584,4946414,0.674085921277166
17,15,75693954,36840110,0.605545914057025
16,1,51409550,157352576,0.716278691304051
12,5,67039577,35472514,0.63019297415023
4,22,108744534,24204077,0.796927681350693
20,22,46223799,19260841,0.724558713961963
3,3,54239670,8793871,0.647664630428436
22,8,23890244,23541297,0.619181726420146
5,7,158018638,157229214,0.829558642019067
21,11,45329237,71822373,0.613410055302026
3,17,38000781,21119978,0.727926693475413
18,15,11584075,102369240,0.75223874902704
20,11,60262555,8720151,0.720313656770184
2,21,188426530,43629341,0.717509315382155
11,4,75328633,40953984,0.638712917297332
14,8,100731923,131003168,0.900957910076008
22,20,30986608,39764095,0.661008733045934
17,3,19644890,72505026,0.778187596456547
2,9,50311687,117033989,0.695141110865845
18,18,34554447,35119344,0.92099092847263
22,14,42749990,74734521,0.688116479529793
4,16,48434573,29502846,0.78672695944032
3,9,194776078,127731978,0.61919949961366
7,4,151036649,140764301,0.952525520600362
15,18,78568820,19689514,0.856244371654608
5,22,29575375,45498650,0.904484099608692
18,9,46517492,134108393,0.640584526343947
6,7,111179022,65348379,0.795421727150806
22,19,42935677,4414014,0.888934623823946
3,20,3085190,41790459,0.606579343131529
5,11,1070992,74004599,0.768778640219679
20,9,50711681,38396416,0.754999952824824
13,18,45065406,47167818,0.69765175159516
1,11,236688655,59511172,0.822778253332424
3,1,157810364,226912846,0.872182993100889
21,15,43817037,90649724,0.913232129759252
6,2,133070377,114224246,0.798303013877677
2,10,13729501,109432594,0.638687698104919
8,22,70997014,25449636,0.60079277348635
5,12,140255462,13288743,0.744116071476588
20,3,22145655,46785438,0.656725219923884
11,4,3823401,55708618,0.61762397768666
21,12,27011022,123867750,0.64821043130176
2,10,171258191,47905337,0.705729586865868
16,9,53185049,97866683,0.813990825397372
16,11,65999494,41969168,0.801030963339849
13,16,71198745,88756715,0.683231412824251
20,9,19719372,35673470,0.672197488165426
1,7,77744440,44598623,0.645958729634286
12,16,30900019,87003672,0.617982316813568
12,20,48987775,16576807,0.883768417129164
14,2,91925869,185998015,0.650843451794371
5,1,130605918,155820682,0.649422077217822
14,15,53180832,81298755,0.94504220269672
22,2,19667803,15612800,0.667835970731916
4,10,39486070,5635933,0.830193475591259
16,7,22252429,152247893,0.645222536381719
12,1,123574655,151423237,0.625861001446117
11,17,75218892,71753524,0.656300712368414
10,4,127255448,83931787,0.671717322313175
16,5,54113434,149958819,0.710376090631924
1,15,220552316,34139109,0.650056882066034
21,21,45083745,14800327,0.640511222648758
13,1,45579245,154553654,0.786129091176256
12,20,56733779,30705820,0.863217621471458
18,10,77981678,964186,0.789343142230308
8,10,61904046,106084728,0.848091929891831
1,20,182799731,60599274,0.771352209399604
12,19,111714741,6590711,0.812235484542063
10,10,106242103,122669528,0.659482947030809
9,7,19616425,2500941,0.725175972240825
18,12,46460761,59675850,0.61203459060944
22,12,32561105,121314822,0.906307879281057
15,9,29905892,1196393,0.722454657911481
22,20,46686979,19646755,0.776576368819618
10,7,22377925,126725846,0.643514940922233
22,19,33162742,4362108,0.747132342411094
21,12,34677291,70482637,0.635323753134458
17,20,9045164,37793225,0.755345491993571
13,21,23951705,47042152,0.63600936620903
7,8,125885485,30194853,0.67659055057382
21,13,22078580,34799314,0.693172115728231
2,11,173351323,69961699,0.733530663169921
10,10,117530891,133355894,0.821222953116781
10,5,63667826,89315271,0.789904081087045
15,9,65086095,91131096,0.665280628601852
15,13,71132418,27150740,0.666631798298234
7,14,19929079,77789538,0.795471283767692
10,1,51770372,94486379,0.820138194657266
16,20,49747700,60758993,0.694131178767428
10,6,134058271,116657337,0.756653786704527
12,18,51641454,48811447,0.608795833972152
11,3,116801667,69271558,0.767706866435499
15,10,66645659,123352425,0.6675351281107
8,8,95998025,20170264,0.792034932570487
17,8,3425012,26465347,0.732698565202051
8,7,32545575,97162,0.89767204664474
13,2,41816747,241287030,0.898197542852894
7,4,131250708,129942720,0.778455281772542
11,15,15434102,87453666,0.928079832746933
1,22,23089790,24895607,0.664927808650412
3,2,176074103,239782147,0.899118456325717
15,21,31109979,32529259,0.65948865257039
2,6,87647020,103258824,0.804097150619388
20,8,35892985,37443793,0.608414410658806
11,14,76648997,24009925,0.861269635073722
15,15,93872935,40425937,0.741699877112313
16,5,47062554,36265170,0.626935147945998
18,3,71949670,42730645,0.736835894609772
20,7,48213397,148179346,0.675391163396671
8,3,15775777,3798347,0.745245364303236
14,20,22025373,34590069,0.675369381064373
11,9,75895435,108499325,0.717845424541121
10,18,48623520,55894698,0.638348922981747
13,10,27081538,94205414,0.865238019647872
13,16,33307786,66383524,0.602105260786262
21,16,37434102,4202534,0.718122607919846
12,20,6096279,42284280,0.671334545857979
1,19,116309855,44390277,0.651169104705653
12,11,3626161,55742835,0.690355485369343
4,10,184780333,84952669,0.693737076908536
18,20,8121467,55941910,0.741735240805507
10,12,77126807,112034064,0.614617971833581
9,16,128733237,19341531,0.731377161936023
3,3,194232565,197164747,0.723039031543379
1,22,193141083,40672819,0.722469099724878
4,4,145215677,182165332,0.608950161204974
8,5,26125112,131839465,0.67570627632237
15,18,99247058,57120273,0.673328181466605
1,9,41996488,114230573,0.709002086759058
5,5,174685287,25901014,0.602012880023838
18,5,10519753,153947204,0.82111753743563
11,17,17427366,40043789,0.780284582498766
1,3,53270469,185681389,0.715124994350111
3,11,99926905,47548737,0.861712903081908
5,13,141729325,45755818,0.60825203249098
21,7,23274187,117196568,0.86967322388971
19,8,33260516,62762820,0.703982136134765
22,21,32824358,24992399,0.777679712587069
13,6,50468780,42699636,0.755929820922132
22,8,19926996,38399916,0.754348390975324
18,18,75782861,59166352,0.750851175716947
10,2,16823890,14961257,0.902994959167767
7,5,64651928,134170401,0.829424835536414
10,19,134303854,16386932,0.759164736575011
9,4,41459970,165931811,0.734650441406515
21,16,33462430,85718188,0.683294364661164
19,1,53881202,4361880,0.816303610723664
3,14,12631062,55524783,0.729371418401037
7,12,131373488,115283960,0.670647506353311
18,18,10521573,32236260,0.872029157525365
18,6,39310066,52156892,0.615619808589483
20,7,54867079,778088,0.936211118691006
2,6,208643342,55197285,0.632088374827435
11,2,67070823,109554411,0.638676025046842
